"DeptCodeDW","Province","2010-11","2011-12","2010-11","2011-12","2012-13"
"FPCC","QC (minus NCR)",0,0,0,0,0
"FPCC","NB",0,0,0,0,0
"FPCC","NS",0,0,0,0,0
"FPCC","PE",0,0,0,0,0
"FPCC","NL",0,0,0,0,0
"FPCC","Abroad",0,0,0,0,0
"FTRAC","NU",0,0,0,0,0
"FTRAC","NT",0,0,0,0,0
"FTRAC","YT",0,0,0,0,0
"FTRAC","BC",11,16,11,16,13
"FTRAC","AB",0,0,0,0,0
"FTRAC","SK",0,0,0,0,0
"FTRAC","MB",0,0,0,0,0
"FTRAC","NCR ON",320,343,320,343,338
"FTRAC","NCR QC",0,0,0,0,0
"FTRAC","ON (minus NCR)",0,6,0,6,10
"FTRAC","QC (minus NCR)",9,11,9,11,13
"FTRAC","NB",0,0,0,0,0
"FTRAC","NS",0,0,0,0,0
"FTRAC","PE",0,0,0,0,0
"FTRAC","NL",0,0,0,0,0
"FTRAC","Abroad",0,0,0,0,0
"GG","NU",0,0,0,0,0
"GG","NT",0,0,0,0,0
"GG","YT",0,0,0,0,0
"GG","BC",0,0,0,0,0
"GG","AB",0,0,0,0,0
"GG","SK",0,0,0,0,0
"GG","MB",0,0,0,0,0
"GG","NCR ON",183,163,183,163,154
"GG","NCR QC",0,0,0,0,0
"GG","ON (minus NCR)",0,0,0,0,0
"GG","QC (minus NCR)",6,2,6,2,3
"GG","NB",0,0,0,0,0
"GG","NS",0,0,0,0,0
"GG","PE",0,0,0,0,0
"GG","NL",0,0,0,0,0
"GG","Abroad",1,1,1,1,1
"GSC","NU",7,9,7,9,11
"GSC","NT",31,26,31,26,25
"GSC","YT",3,2,3,2,4
"GSC","BC",585,577,585,577,527
"GSC","AB",425,400,425,400,354
"GSC","SK",69,67,69,67,59
"GSC","MB",233,231,233,231,191
"GSC","NCR ON",3573,3395,3573,3395,2926
"GSC","NCR QC",5804,5658,5804,5658,4809
"GSC","ON (minus NCR)",648,606,648,606,562
"GSC","QC (minus NCR)",1285,1213,1285,1213,1107
"GSC","NB",956,799,956,799,949
"GSC","NS",567,503,567,503,445
"GSC","PE",54,60,54,60,57
"GSC","NL",141,129,141,129,115
"GSC","Abroad",4,3,4,3,3
"H","NU",0,0,0,0,0
"H","NT",0,0,0,0,0
"H","YT",22,19,22,19,12
"H","BC",480,488,480,488,439
"H","AB",532,502,532,502,447
"H","SK",293,318,293,318,275
"H","MB",787,833,787,833,857
"H","NCR ON",6844,6937,6844,6937,6290
"H","NCR QC",19,4,19,4,5
"H","ON (minus NCR)",606,659,606,659,614
"H","QC (minus NCR)",513,517,513,517,490
"H","NB",26,24,26,24,21
"H","NS",255,256,255,256,234
"H","PE",3,3,3,3,1
"H","NL",23,18,23,18,16
"H","Abroad",0,0,0,0,0
"HMIRC","NU",0,0,0,0,0
"HMIRC","NT",0,0,0,0,0
"HMIRC","YT",0,0,0,0,0
"HMIRC","BC",0,0,0,0,0
"HMIRC","AB",0,0,0,0,0
"HMIRC","SK",0,0,0,0,0
"HMIRC","MB",0,0,0,0,0
"HMIRC","NCR ON",46,40,46,40,31
"HMIRC","NCR QC",0,0,0,0,0
"HMIRC","ON (minus NCR)",0,0,0,0,0
"HMIRC","QC (minus NCR)",0,0,0,0,0
"HMIRC","NB",0,0,0,0,0
"HMIRC","NS",0,0,0,0,0
"HMIRC","PE",0,0,0,0,0
"HMIRC","NL",0,0,0,0,0
"HMIRC","Abroad",0,0,0,0,0
"HRSD","NU",17,18,17,18,18
"HRSD","NT",34,30,34,30,28
"HRSD","YT",16,15,16,15,13
"HRSD","BC",2198,2024,2198,2024,1819
"HRSD","AB",1492,1344,1492,1344,1284
"HRSD","SK",521,479,521,479,419
"HRSD","MB",860,817,860,817,784
"HRSD","NCR ON",2645,2610,2645,2610,2208
"HRSD","NCR QC",5489,5133,5489,5133,4142
"HRSD","ON (minus NCR)",4978,4495,4978,4495,4253
"HRSD","QC (minus NCR)",3448,3167,3448,3167,2856
"HRSD","NB",1428,1263,1428,1263,1038
"HRSD","NS",663,596,663,596,515
"HRSD","PE",171,153,171,153,138
"HRSD","NL",699,612,699,612,531
"HRSD","Abroad",2,0,2,0,0
"IJC","NU",0,0,0,0,0
"IJC","NT",0,0,0,0,0
"IJC","YT",0,0,0,0,0
"IJC","BC",0,0,0,0,0
"IJC","AB",0,0,0,0,0
"IJC","SK",0,0,0,0,0
"IJC","MB",0,0,0,0,0
"IJC","NCR ON",17,18,17,18,21
"IJC","NCR QC",0,0,0,0,0
"IJC","ON (minus NCR)",13,10,13,10,11
"IJC","QC (minus NCR)",0,0,0,0,0
"IJC","NB",0,0,0,0,0
"IJC","NS",0,0,0,0,0
"IJC","PE",0,0,0,0,0
"IJC","NL",0,0,0,0,0
"IJC","Abroad",0,0,0,0,0
"INAC","NU",106,114,106,114,107
"INAC","NT",290,259,290,259,224
"INAC","YT",109,104,109,104,98
"INAC","BC",625,608,625,608,551
"INAC","AB",238,248,238,248,233
"INAC","SK",349,331,349,331,331
"INAC","MB",275,264,275,264,227
"INAC","NCR ON",417,419,417,419,279
"INAC","NCR QC",2182,2235,2182,2235,2199
"INAC","ON (minus NCR)",507,500,507,500,447
"INAC","QC (minus NCR)",175,180,175,180,147
"INAC","NB",0,0,0,0,0
"INAC","NS",148,142,148,142,130
"INAC","PE",0,0,0,0,0
"INAC","NL",6,5,6,5,2
"INAC","Abroad",0,0,0,0,0
"IOG","NU",0,0,0,0,0
"IOG","NT",0,0,0,0,0
"IOG","YT",0,0,0,0,0
"IOG","BC",0,0,0,0,0
"IOG","AB",77,79,77,79,84
"IOG","SK",0,0,0,0,0
"IOG","MB",0,0,0,0,0
"IOG","NCR ON",0,0,0,0,0
"IOG","NCR QC",0,0,0,0,0
"IOG","ON (minus NCR)",0,0,0,0,0
"IOG","QC (minus NCR)",0,0,0,0,0
"IOG","NB",0,0,0,0,0
"IOG","NS",0,0,0,0,0
"IOG","PE",0,0,0,0,0
"IOG","NL",0,0,0,0,0
"IOG","Abroad",0,0,0,0,0
"IPC","NU",0,0,0,0,0
"IPC","NT",0,0,0,0,0
"IPC","YT",0,0,0,0,0
"IPC","BC",0,0,0,0,0
"IPC","AB",0,0,0,0,0
"IPC","SK",0,0,0,0,0
"IPC","MB",0,0,0,0,0
"IPC","NCR ON",251,268,251,268,251
"IPC","NCR QC",0,0,0,0,0
"IPC","ON (minus NCR)",5,5,5,5,7
"IPC","QC (minus NCR)",0,0,0,0,0
"IPC","NB",0,0,0,0,0
"IPC","NS",0,0,0,0,0
"IPC","PE",0,0,0,0,0
"IPC","NL",0,0,0,0,0
"IPC","Abroad",0,0,0,0,0
"IRB","NU",0,0,0,0,0
"IRB","NT",0,0,0,0,0
"IRB","YT",0,0,0,0,0
"IRB","BC",124,113,124,113,105
"IRB","AB",17,13,17,13,14
"IRB","SK",0,0,0,0,0
"IRB","MB",0,0,0,0,0
"IRB","NCR ON",316,321,316,321,298
"IRB","NCR QC",1,1,1,1,1
"IRB","ON (minus NCR)",415,420,415,420,419
"IRB","QC (minus NCR)",204,191,204,191,197
"IRB","NB",0,0,0,0,0
"IRB","NS",0,0,0,0,0
"IRB","PE",0,0,0,0,0
"IRB","NL",0,0,0,0,0
"IRB","Abroad",1,1,1,1,0
"ISC","NU",0,1,0,1,0
"ISC","NT",1,1,1,1,1
"ISC","YT",1,1,1,1,1
"ISC","BC",164,162,164,162,144
"ISC","AB",106,97,106,97,90
"ISC","SK",29,27,29,27,29
"ISC","MB",71,70,71,70,62
"ISC","NCR ON",3009,2771,3009,2771,2437
"ISC","NCR QC",1355,1298,1355,1298,1275
"ISC","ON (minus NCR)",457,433,457,433,396
"ISC","QC (minus NCR)",280,272,280,272,250
"ISC","NB",29,29,29,29,24
"ISC","NS",63,56,63,56,52
"ISC","PE",4,2,4,2,2
"ISC","NL",22,21,22,21,19
"ISC","Abroad",0,0,0,0,0
"JUS","NU",5,3,5,3,2
"JUS","NT",25,24,25,24,21
"JUS","YT",9,11,9,11,9
"JUS","BC",557,540,557,540,490
"JUS","AB",311,294,311,294,247
"JUS","SK",115,101,115,101,86
"JUS","MB",113,103,113,103,95
"JUS","NCR ON",2765,2735,2765,2735,2505
"JUS","NCR QC",208,212,208,212,205
"JUS","ON (minus NCR)",554,576,554,576,562
"JUS","QC (minus NCR)",360,391,360,391,370
"JUS","NB",6,7,6,7,8
"JUS","NS",121,120,121,120,114
"JUS","PE",6,8,6,8,7
"JUS","NL",1,2,1,2,2
"JUS","Abroad",2,3,2,3,2
"LAC","NU",0,0,0,0,0
"LAC","NT",0,0,0,0,0
"LAC","YT",0,0,0,0,0
"LAC","BC",18,17,18,17,17
"LAC","AB",3,2,3,2,0
"LAC","SK",0,0,0,0,0
"LAC","MB",31,23,31,23,30
"LAC","NCR ON",317,302,317,302,203
"LAC","NCR QC",769,750,769,750,619
"LAC","ON (minus NCR)",15,15,15,15,20
"LAC","QC (minus NCR)",14,23,14,23,11
"LAC","NB",0,0,0,0,0
"LAC","NS",17,13,17,13,13
"LAC","PE",0,0,0,0,0
"LAC","NL",0,0,0,0,0
"LAC","Abroad",0,0,0,0,0
"MPCC","NU",0,0,0,0,0
"MPCC","NT",0,0,0,0,0
"MPCC","YT",0,0,0,0,0
"MPCC","BC",0,0,0,0,0
"MPCC","AB",0,0,0,0,0
"MPCC","SK",0,0,0,0,0
"MPCC","MB",0,0,0,0,0
"MPCC","NCR ON",14,16,14,16,18
"MPCC","NCR QC",0,0,0,0,0
"MPCC","ON (minus NCR)",0,0,0,0,0
"MPCC","QC (minus NCR)",0,0,0,0,0
"MPCC","NB",0,0,0,0,0
"MPCC","NS",0,0,0,0,0
"MPCC","PE",0,0,0,0,0
"MPCC","NL",0,0,0,0,0
"MPCC","Abroad",0,0,0,0,0
"ND","NU",0,0,0,0,0
"ND","NT",24,21,24,21,19
"ND","YT",4,3,4,3,2
"ND","BC",2816,2759,2816,2759,2577
"ND","AB",2142,2041,2142,2041,1811
"ND","SK",158,163,158,163,157
"ND","MB",932,942,932,942,857
"ND","NCR ON",8513,6979,8513,6979,6352
"ND","NCR QC",1849,1710,1849,1710,1623
"ND","ON (minus NCR)",4508,4473,4508,4473,4079
"ND","QC (minus NCR)",3577,3491,3577,3491,3161
"ND","NB",1083,1010,1083,1010,897
"ND","NS",3484,3439,3484,3439,3275
"ND","PE",7,5,7,5,5
"ND","NL",123,120,123,120,113
"ND","Abroad",45,21,45,21,11
"NEB","NU",0,0,0,0,0
"NEB","NT",1,2,1,2,2
"NEB","YT",0,0,0,0,0
"NEB","BC",0,0,0,0,0
"NEB","AB",388,393,388,393,406
"NEB","SK",0,0,0,0,0
"NEB","MB",0,0,0,0,0
"NEB","NCR ON",0,0,0,0,0
"NEB","NCR QC",0,0,0,0,0
"NEB","ON (minus NCR)",0,0,0,0,0
"NEB","QC (minus NCR)",0,1,0,1,1
"NEB","NB",0,0,0,0,0
"NEB","NS",0,0,0,0,0
"NEB","PE",0,0,0,0,0
"NEB","NL",0,0,0,0,0
"NEB","Abroad",0,0,0,0,0
"NFB","NU",0,0,0,0,0
"NFB","NT",0,0,0,0,0
"NFB","YT",0,0,0,0,0
"NFB","BC",15,15,15,15,21
"NFB","AB",7,8,7,8,11
"NFB","SK",0,1,0,1,1
"NFB","MB",2,2,2,2,6
"NFB","NCR ON",0,0,0,0,0
"NFB","NCR QC",0,0,0,0,0
"NFB","ON (minus NCR)",38,41,38,41,35
"NFB","QC (minus NCR)",336,347,336,347,372
"NFB","NB",3,4,3,4,7
"NFB","NS",5,5,5,5,10
"NFB","PE",0,0,0,0,1
"NFB","NL",1,2,1,2,2
"NFB","Abroad",0,0,0,0,0
"NPA","NU",0,0,0,0,0
"NPA","NT",0,0,0,0,0
"NPA","YT",0,0,0,0,0
"NPA","BC",0,0,0,0,0
"NPA","AB",0,0,0,0,0
"NPA","SK",0,0,0,0,0
"NPA","MB",0,0,0,0,0
"NPA","NCR ON",2,0,2,0,0
"NPA","NCR QC",0,0,0,0,0
"NPA","ON (minus NCR)",0,0,0,0,0
"NPA","QC (minus NCR)",0,0,0,0,0
"NPA","NB",0,0,0,0,0
"NPA","NS",0,0,0,0,0
"NPA","PE",0,0,0,0,0
"NPA","NL",0,0,0,0,0
"NPA","Abroad",0,0,0,0,0
"NPB","NU",0,0,0,0,0
"NPB","NT",0,0,0,0,0
"NPB","YT",0,0,0,0,0
"NPB","BC",47,45,47,45,43
"NPB","AB",42,43,42,43,40
"NPB","SK",38,36,38,36,35
"NPB","MB",0,0,0,0,0
"NPB","NCR ON",128,148,128,148,171
"NPB","NCR QC",2,1,2,1,1
"NPB","ON (minus NCR)",57,61,57,61,64
"NPB","QC (minus NCR)",56,56,56,56,63
"NPB","NB",39,38,39,38,37
"NPB","NS",0,0,0,0,0
"NPB","PE",0,0,0,0,0
"NPB","NL",0,0,0,0,0
"NPB","Abroad",0,0,0,0,0
"NR","NU",16,19,16,19,19
"NR","NT",13,12,13,12,10
"NR","YT",10,10,10,10,7
"NR","BC",288,281,288,281,252
"NR","AB",392,341,392,341,324
"NR","SK",11,12,11,12,9
"NR","MB",7,7,7,7,9
"NR","NCR ON",3223,3001,3223,3001,2815
"NR","NCR QC",4,4,4,4,3
"NR","ON (minus NCR)",286,305,286,305,301
"NR","QC (minus NCR)",454,450,454,450,431
"NR","NB",114,99,114,99,80
"NR","NS",91,89,91,89,81
"NR","PE",0,0,0,0,1
"NR","NL",27,28,27,28,19
"NR","Abroad",1,1,1,1,0
"NRC","NU",0,0,0,0,0
"NRC","NT",0,0,0,0,0
"NRC","YT",0,0,0,0,0
"NRC","BC",306,293,306,293,267
"NRC","AB",139,127,139,127,108
"NRC","SK",187,167,187,167,139
"NRC","MB",131,110,131,110,63
"NRC","NCR ON",2275,2141,2275,2141,1989
"NRC","NCR QC",18,14,18,14,12
"NRC","ON (minus NCR)",161,142,161,142,116
"NRC","QC (minus NCR)",641,585,641,585,540
"NRC","NB",94,71,94,71,54
"NRC","NS",148,136,148,136,107
"NRC","PE",34,32,34,32,24
"NRC","NL",125,126,125,126,105
"NRC","Abroad",2,1,2,1,1
"NRTEE","NU",0,0,0,0,0
"NRTEE","NT",0,0,0,0,0
"NRTEE","YT",0,0,0,0,0
"NRTEE","BC",0,0,0,0,0
"NRTEE","AB",0,0,0,0,0
"NRTEE","SK",0,0,0,0,0
"NRTEE","MB",0,0,0,0,0
"NRTEE","NCR ON",31,32,31,32,3
"NRTEE","NCR QC",0,0,0,0,0
"NRTEE","ON (minus NCR)",0,0,0,0,0
"NRTEE","QC (minus NCR)",0,0,0,0,0
"NRTEE","NB",0,0,0,0,0
"NRTEE","NS",0,0,0,0,0
"NRTEE","PE",0,0,0,0,0
"NRTEE","NL",0,0,0,0,0
"NRTEE","Abroad",0,0,0,0,0
"NSERC","NU",0,0,0,0,0
"NSERC","NT",0,0,0,0,0
"NSERC","YT",0,0,0,0,0
"NSERC","BC",5,4,5,4,4
"NSERC","AB",0,0,0,0,0
"NSERC","SK",0,0,0,0,0
"NSERC","MB",4,6,4,6,6
"NSERC","NCR ON",407,402,407,402,383
"NSERC","NCR QC",0,0,0,0,0
"NSERC","ON (minus NCR)",5,5,5,5,6
"NSERC","QC (minus NCR)",3,3,3,3,4
"NSERC","NB",4,4,4,4,4
"NSERC","NS",0,0,0,0,0
"NSERC","PE",0,0,0,0,0
"NSERC","NL",0,0,0,0,0
"NSERC","Abroad",0,0,0,0,0
"OAG","NU",0,0,0,0,0
"OAG","NT",0,0,0,0,0
"OAG","YT",0,0,0,0,0
"OAG","BC",24,18,24,18,20
"OAG","AB",14,13,14,13,10
"OAG","SK",1,1,1,1,1
"OAG","MB",0,0,0,0,0
"OAG","NCR ON",593,590,593,590,554
"OAG","NCR QC",0,0,0,0,0
"OAG","ON (minus NCR)",1,1,1,1,0
"OAG","QC (minus NCR)",18,21,18,21,17
"OAG","NB",0,0,0,0,0
"OAG","NS",9,9,9,9,9
"OAG","PE",0,0,0,0,0
"OAG","NL",0,0,0,0,0
"OAG","Abroad",0,0,0,0,0
"OCI","NU",0,0,0,0,0
"OCI","NT",0,0,0,0,0
"OCI","YT",0,0,0,0,0
"OCI","BC",0,0,0,0,0
"OCI","AB",0,0,0,0,0
"OCI","SK",0,0,0,0,0
"OCI","MB",0,0,0,0,0
"OCI","NCR ON",31,28,31,28,31
"OCI","NCR QC",0,0,0,0,2
"OCI","ON (minus NCR)",0,0,0,0,0
"OCI","QC (minus NCR)",0,0,0,0,0
"OCI","NB",0,0,0,0,0
"OCI","NS",0,0,0,0,0
"OCI","PE",0,0,0,0,0
"OCI","NL",0,0,0,0,0
"OCI","Abroad",0,0,0,0,0
"OCOL","NU",0,0,0,0,0
"OCOL","NT",0,0,0,0,0
"OCOL","YT",0,0,0,0,0
"OCOL","BC",1,1,1,1,1
"OCOL","AB",2,2,2,2,2
"OCOL","SK",1,1,1,1,1
"OCOL","MB",5,5,5,5,4
"OCOL","NCR ON",140,142,140,142,140
"OCOL","NCR QC",0,0,0,0,0
"OCOL","ON (minus NCR)",6,5,6,5,5
"OCOL","QC (minus NCR)",4,5,4,5,4
"OCOL","NB",5,4,5,4,5
"OCOL","NS",0,0,0,0,0
"OCOL","PE",0,0,0,0,0
"OCOL","NL",0,0,0,0,0
"OCOL","Abroad",0,0,0,0,0
"ODPP","NU",27,23,27,23,33
"ODPP","NT",41,44,41,44,51
"ODPP","YT",30,30,30,30,37
"ODPP","BC",105,102,105,102,103
"ODPP","AB",96,113,96,113,113
"ODPP","SK",25,24,25,24,28
"ODPP","MB",37,44,37,44,44
"ODPP","NCR ON",207,222,207,222,225
"ODPP","NCR QC",1,3,1,3,2
"ODPP","ON (minus NCR)",165,172,165,172,171
"ODPP","QC (minus NCR)",91,87,91,87,82
"ODPP","NB",7,8,7,8,8
"ODPP","NS",46,50,46,50,50
"ODPP","PE",0,0,0,0,0
"ODPP","NL",9,8,9,8,7
"ODPP","Abroad",0,0,0,0,0
"OICC","NU",0,0,0,0,0
"OICC","NT",0,0,0,0,0
"OICC","YT",0,0,0,0,0
"OICC","BC",0,0,0,0,0
"OICC","AB",0,0,0,0,0
"OICC","SK",0,0,0,0,0
"OICC","MB",0,0,0,0,0
"OICC","NCR ON",373,348,373,348,308
"OICC","NCR QC",0,0,0,0,0
"OICC","ON (minus NCR)",0,0,0,0,0
"OICC","QC (minus NCR)",0,0,0,0,0
"OICC","NB",0,0,0,0,0
"OICC","NS",0,0,0,0,0
"OICC","PE",0,0,0,0,0
"OICC","NL",0,0,0,0,0
"OICC","Abroad",0,0,0,0,0
"OPSIC","NU",0,0,0,0,0
"OPSIC","NT",0,0,0,0,0
"OPSIC","YT",0,0,0,0,0
"OPSIC","BC",0,0,0,0,0
"OPSIC","AB",0,0,0,0,0
"OPSIC","SK",0,0,0,0,0
"OPSIC","MB",0,0,0,0,0
"OPSIC","NCR ON",27,30,27,30,31
"OPSIC","NCR QC",0,0,0,0,0
"OPSIC","ON (minus NCR)",0,0,0,0,0
"OPSIC","QC (minus NCR)",0,0,0,0,0
"OPSIC","NB",0,0,0,0,0
"OPSIC","NS",0,0,0,0,0
"OPSIC","PE",0,0,0,0,0
"OPSIC","NL",0,0,0,0,0
"OPSIC","Abroad",0,0,0,0,0
"ORL","NU",0,0,0,0,0
"ORL","NT",0,0,0,0,0
"ORL","YT",0,0,0,0,0
"ORL","BC",0,0,0,0,0
"ORL","AB",0,0,0,0,0
"ORL","SK",0,0,0,0,0
"ORL","MB",0,0,0,0,0
"ORL","NCR ON",26,27,26,27,25
"ORL","NCR QC",1,1,1,1,1
"ORL","ON (minus NCR)",0,0,0,0,0
"ORL","QC (minus NCR)",0,0,0,0,0
"ORL","NB",0,0,0,0,0
"ORL","NS",0,0,0,0,0
"ORL","PE",0,0,0,0,0
"ORL","NL",0,0,0,0,0
"ORL","Abroad",0,0,0,0,0
"OSFI","NU",0,0,0,0,0
"OSFI","NT",0,0,0,0,0
"OSFI","YT",0,0,0,0,0
"OSFI","BC",12,13,12,13,13
"OSFI","AB",0,0,0,0,0
"OSFI","SK",0,0,0,0,0
"OSFI","MB",0,0,0,0,0
"OSFI","NCR ON",278,277,278,277,299
"OSFI","NCR QC",0,0,0,0,0
"OSFI","ON (minus NCR)",258,296,258,296,311
"OSFI","QC (minus NCR)",14,17,14,17,15
"OSFI","NB",0,0,0,0,0
"OSFI","NS",0,0,0,0,0
"OSFI","PE",0,0,0,0,0
"OSFI","NL",0,0,0,0,0
"OSFI","Abroad",0,0,0,0,0
"PCA","NU",34,34,34,34,27
"PCA","NT",87,77,87,77,56
"PCA","YT",86,70,86,70,43
"PCA","BC",451,432,451,432,333
"PCA","AB",741,716,741,716,578
"PCA","SK",136,124,136,124,95
"PCA","MB",250,240,250,240,157
"PCA","NCR ON",81,61,81,61,44
"PCA","NCR QC",529,495,529,495,424
"PCA","ON (minus NCR)",599,537,599,537,402
"PCA","QC (minus NCR)",476,423,476,423,320
"PCA","NB",92,89,92,89,64
"PCA","NS",367,340,367,340,247
"PCA","PE",63,59,63,59,36
"PCA","NL",135,124,135,124,97
"PCA","Abroad",0,0,0,0,0
"PCC","NU",0,0,0,0,0
"PCC","NT",0,0,0,0,0
"PCC","YT",0,0,0,0,0
"PCC","BC",11,13,11,13,14
"PCC","AB",0,0,0,0,0
"PCC","SK",0,0,0,0,0
"PCC","MB",0,0,0,0,0
"PCC","NCR ON",46,42,46,42,46
"PCC","NCR QC",0,0,0,0,0
"PCC","ON (minus NCR)",0,0,0,0,0
"PCC","QC (minus NCR)",0,0,0,0,0
"PCC","NB",0,0,0,0,0
"PCC","NS",0,0,0,0,0
"PCC","PE",0,0,0,0,0
"PCC","NL",0,0,0,0,0
"PCC","Abroad",0,0,0,0,0
"PCO","NU",0,0,0,0,0
"PCO","NT",0,0,0,0,0
"PCO","YT",0,0,0,0,0
"PCO","BC",14,8,14,8,0
"PCO","AB",0,0,0,0,0
"PCO","SK",0,0,0,0,0
"PCO","MB",0,0,0,0,0
"PCO","NCR ON",897,879,897,879,751
"PCO","NCR QC",2,0,2,0,0
"PCO","ON (minus NCR)",1,1,1,1,0
"PCO","QC (minus NCR)",2,1,2,1,1
"PCO","NB",1,0,1,0,0
"PCO","NS",0,0,0,0,0
"PCO","PE",0,0,0,0,0
"PCO","NL",0,0,0,0,0
"PCO","Abroad",4,3,4,3,2
"PHAC","NU",2,1,2,1,1
"PHAC","NT",1,1,1,1,0
"PHAC","YT",0,1,0,1,5
"PHAC","BC",69,51,69,51,43
"PHAC","AB",64,63,64,63,36
"PHAC","SK",25,25,25,25,12
"PHAC","MB",565,553,565,553,475
"PHAC","NCR ON",1808,1734,1808,1734,1318
"PHAC","NCR QC",0,1,0,1,1
"PHAC","ON (minus NCR)",200,208,200,208,156
"PHAC","QC (minus NCR)",105,88,105,88,68
"PHAC","NB",6,5,6,5,6
"PHAC","NS",46,41,46,41,34
"PHAC","PE",1,1,1,1,2
"PHAC","NL",4,5,4,5,6
"PHAC","Abroad",1,1,1,1,0
"PMPRB","NU",0,0,0,0,0
"PMPRB","NT",0,0,0,0,0
"PMPRB","YT",0,0,0,0,0
"PMPRB","BC",0,0,0,0,0
"PMPRB","AB",0,0,0,0,0
"PMPRB","SK",0,0,0,0,0
"PMPRB","MB",0,0,0,0,0
"PMPRB","NCR ON",66,56,66,56,53
"PMPRB","NCR QC",0,0,0,0,0
"PMPRB","ON (minus NCR)",0,0,0,0,0
"PMPRB","QC (minus NCR)",0,0,0,0,0
"PMPRB","NB",0,0,0,0,0
"PMPRB","NS",0,0,0,0,0
"PMPRB","PE",0,0,0,0,0
"PMPRB","NL",0,0,0,0,0
"PMPRB","Abroad",0,0,0,0,0
"PSC","NU",0,0,0,0,0
"PSC","NT",0,0,0,0,0
"PSC","YT",0,0,0,0,0
"PSC","BC",16,18,16,18,15
"PSC","AB",16,14,16,14,6
"PSC","SK",0,0,0,0,0
"PSC","MB",16,13,16,13,5
"PSC","NCR ON",834,830,834,830,747
"PSC","NCR QC",1,0,1,0,0
"PSC","ON (minus NCR)",24,23,24,23,22
"PSC","QC (minus NCR)",58,52,58,52,50
"PSC","NB",0,0,0,0,0
"PSC","NS",31,25,31,25,20
"PSC","PE",0,0,0,0,0
"PSC","NL",0,0,0,0,0
"PSC","Abroad",0,0,0,0,0
"PSEP","NU",0,0,0,0,0
"PSEP","NT",6,5,6,5,6
"PSEP","YT",1,1,1,1,1
"PSEP","BC",16,21,16,21,16
"PSEP","AB",16,17,16,17,14
"PSEP","SK",10,10,10,10,8
"PSEP","MB",12,10,12,10,13
"PSEP","NCR ON",1000,982,1000,982,972
"PSEP","NCR QC",1,4,1,4,5
"PSEP","ON (minus NCR)",11,12,11,12,11
"PSEP","QC (minus NCR)",19,18,19,18,20
"PSEP","NB",7,8,7,8,8
"PSEP","NS",9,11,9,11,26
"PSEP","PE",6,4,6,4,5
"PSEP","NL",8,6,8,6,4
"PSEP","Abroad",5,4,5,4,3
"PSSRB","NU",0,0,0,0,0
"PSSRB","NT",0,0,0,0,0
"PSSRB","YT",0,0,0,0,0
"PSSRB","BC",0,0,0,0,0
"PSSRB","AB",0,0,0,0,0
"PSSRB","SK",0,0,0,0,0
"PSSRB","MB",0,0,0,0,0
"PSSRB","NCR ON",88,88,88,88,96
"PSSRB","NCR QC",0,0,0,0,0
"PSSRB","ON (minus NCR)",0,0,0,0,0
"PSSRB","QC (minus NCR)",0,0,0,0,0
"PSSRB","NB",0,0,0,0,0
"PSSRB","NS",0,0,0,0,0
"PSSRB","PE",0,0,0,0,0
"PSSRB","NL",0,0,0,0,0
"PSSRB","Abroad",0,0,0,0,0
"PSST","NU",0,0,0,0,0
"PSST","NT",0,0,0,0,0
"PSST","YT",0,0,0,0,0
"PSST","BC",0,0,0,0,0
"PSST","AB",0,0,0,0,0
"PSST","SK",0,0,0,0,0
"PSST","MB",0,0,0,0,0
"PSST","NCR ON",40,38,40,38,32
"PSST","NCR QC",0,0,0,0,0
"PSST","ON (minus NCR)",0,0,0,0,0
"PSST","QC (minus NCR)",0,0,0,0,0
"PSST","NB",0,0,0,0,0
"PSST","NS",0,0,0,0,0
"PSST","PE",0,0,0,0,0
"PSST","NL",0,0,0,0,0
"PSST","Abroad",0,0,0,0,0
"RCMP","NU",14,13,14,13,10
"RCMP","NT",34,36,34,36,36
"RCMP","YT",34,35,34,35,35
"RCMP","BC",1209,1208,1209,1208,1150
"RCMP","AB",579,581,579,581,545
"RCMP","SK",602,598,602,598,612
"RCMP","MB",335,338,335,338,328
"RCMP","NCR ON",1841,1888,1841,1888,1802
"RCMP","NCR QC",1,2,1,2,3
"RCMP","ON (minus NCR)",279,295,279,295,273
"RCMP","QC (minus NCR)",314,304,314,304,295
"RCMP","NB",410,421,410,421,434
"RCMP","NS",286,286,286,286,255
"RCMP","PE",36,33,36,33,32
"RCMP","NL",173,172,173,172,161
"RCMP","Abroad",0,0,0,0,0
"RPSDP","NU",0,0,0,0,0
"RPSDP","NT",0,0,0,0,0
"RPSDP","YT",0,0,0,0,0
"RPSDP","BC",0,0,0,0,0
"RPSDP","AB",0,0,0,0,0
"RPSDP","SK",0,0,0,0,0
"RPSDP","MB",0,0,0,0,0
"RPSDP","NCR ON",4,7,4,7,9
"RPSDP","NCR QC",0,0,0,0,0
"RPSDP","ON (minus NCR)",0,0,0,0,0
"RPSDP","QC (minus NCR)",0,0,0,0,0
"RPSDP","NB",0,0,0,0,0
"RPSDP","NS",0,0,0,0,0
"RPSDP","PE",0,0,0,0,0
"RPSDP","NL",0,0,0,0,0
"RPSDP","Abroad",0,0,0,0,0
"RSCT","NU",0,0,0,0,0
"RSCT","NT",0,0,0,0,0
"RSCT","YT",0,0,0,0,0
"RSCT","BC",0,0,0,0,0
